"player","season","fouls_drawn_to_shot","def_action_to_shot","goal_creating_action","comp_live_pass_to_goal","comp_dead_pass_to_goal","takeon_to_goal","shot_to_goal_shot","fouls_drawn_to_goal","def_action_to_goal","carries","tot_carry_distance","prog_carry_distance","prog_carries","carries_into_final_third","carries_into_box","fail_to_control","lose_control_due_to_tkl","successfully_rec_pass"
"Jimmy Briand","2019-2020",5,2,2,1,0,1,0,0,0,248,825,231,9,5,5,42,11,333
"Vincent Pajot","2019-2020",0,0,3,1,1,0,1,0,0,154,947,458,15,2,3,9,7,212
"Romain Philippoteaux","2019-2020",5,0,4,2,1,0,0,1,0,476,3418,1855,57,50,8,39,20,540
"Hicham Boudaoui","2019-2020",2,0,3,3,0,0,0,0,0,159,959,516,17,12,6,15,10,189
"Luiz Araújo","2019-2020",4,1,2,1,0,0,1,0,0,253,1848,916,30,22,8,17,15,286
"Mama Samba Baldé","2019-2020",10,0,11,7,0,1,2,1,0,392,2357,1053,44,19,21,70,36,418
"Youssouf Sabaly","2019-2020",3,1,2,1,1,0,0,0,0,408,1789,933,25,18,5,9,12,415
"Yassine Benrahou","2019-2020",5,2,6,1,3,0,1,1,0,353,1853,736,21,25,6,55,38,391
"Abdou Diallo","2019-2020",0,0,1,1,0,0,0,0,0,726,4110,2637,21,15,2,14,3,897
"Mohamed Simakan","2019-2020",4,1,2,2,0,0,0,0,0,632,3332,1956,30,29,1,16,9,626
"Moussa Konaté","2019-2020",0,0,1,0,0,0,1,0,0,100,451,93,6,5,1,25,13,134
"Dante","2019-2020",0,2,3,2,0,0,1,0,0,1073,5226,3331,8,2,0,9,7,1396
"Dennis Appiah","2019-2020",0,0,0,0,0,0,0,0,0,513,2662,1430,23,27,3,21,18,596
"Leo Dubois","2019-2020",1,0,1,1,0,0,0,0,0,618,2905,1582,27,23,3,20,5,689
"Anthony Caci","2018-2019",0,0,4,3,0,0,1,0,0,920,4057,2447,32,23,2,22,8,1010
"Christophe Kerbrat","2018-2019",0,0,0,0,0,0,0,0,0,453,2525,1546,10,8,3,10,3,532
"Danilo Barbosa","2018-2019",7,2,1,0,0,0,0,1,0,457,2297,1250,27,19,7,42,39,670
"Juan Ferney Otero","2018-2019",5,0,6,5,0,0,1,0,0,666,4573,2412,82,54,14,77,49,735
"Nemanja Radonjić","2018-2019",1,1,1,1,0,0,0,0,0,188,1551,789,28,22,14,24,12,201
"Jonathan Gradit","2018-2019",2,0,0,0,0,0,0,0,0,550,3644,2333,42,27,2,17,11,651
"Benoît Badiashile","2018-2019",1,1,2,1,0,0,0,1,0,799,4027,2654,18,4,0,4,5,865
"Enzo Crivelli","2018-2019",11,0,2,1,0,0,0,1,0,409,1898,536,17,14,4,76,41,604
"Loïck Landre","2018-2019",0,1,0,0,0,0,0,0,0,321,1773,1020,6,6,0,10,2,353
"Arber Zeneli","2018-2019",1,0,6,4,0,2,0,0,0,294,2489,1346,39,28,19,31,32,304
"Rémi Walter","2018-2019",2,2,0,0,0,0,0,0,0,314,1380,739,19,13,0,11,11,453
"Mickaël Alphonse","2018-2019",0,0,0,0,0,0,0,0,0,159,1141,649,21,13,2,10,3,194
"Benjamin Henrichs","2018-2019",4,3,4,1,0,1,0,2,0,693,3556,2093,52,40,10,32,11,771
"Alaixys Romao","2018-2019",2,0,5,4,0,0,1,0,0,927,5274,2544,25,25,1,40,24,1035
"Denis Bouanga","2018-2019",3,1,8,4,0,0,0,3,1,697,5147,2771,102,60,54,103,52,727
"Romain Hamouma","2018-2019",2,0,7,5,0,1,0,1,0,437,2843,1454,59,45,15,41,29,555
"Romain Del Castillo","2018-2019",3,0,6,4,1,0,1,0,0,463,3109,1648,69,39,19,43,26,512
"Mathías Suárez","2018-2019",6,0,1,1,0,0,0,0,0,146,605,275,6,7,0,8,6,181
"Jordan Marié","2018-2019",0,0,1,1,0,0,0,0,0,495,2150,960,17,21,1,38,11,677
"Eric Maxim Choupo-Moting","2018-2019",0,1,2,2,0,0,0,0,0,179,1063,568,22,8,14,21,21,240
"Vukašin Jovanović","2018-2019",0,0,0,0,0,0,0,0,0,577,3310,2042,11,6,0,4,0,569
"Rolando","2018-2019",0,0,1,1,0,0,0,0,0,295,1340,857,2,0,0,4,1,322
"Lucas Lima","2018-2019",6,1,7,4,2,0,1,0,0,1025,5133,3111,83,62,8,57,31,1120
"Ibrahima Sissoko","2018-2019",1,2,6,5,0,0,1,0,0,956,4625,2375,58,37,7,54,39,1043
"Ismaël Diomandé","2018-2019",0,0,1,1,0,0,0,0,0,414,2060,944,6,4,0,13,13,457
"Yaya Sanogo","2018-2019",4,0,5,2,0,0,2,1,0,226,649,195,8,4,7,39,24,338
"Marco Verratti","2018-2019",2,1,7,6,1,0,0,0,0,1512,7479,4225,52,43,1,20,37,1887
"Rémy Cabella","2018-2019",8,5,17,12,0,0,2,3,0,1484,11319,6726,224,158,47,64,71,1984
"Anthony Briançon","2018-2019",0,0,3,3,0,0,0,0,0,782,4060,2317,14,11,0,8,2,848
"Racine Coly","2018-2019",0,0,2,2,0,0,0,0,0,174,1118,596,13,8,2,10,8,219
"Khaled Adénon","2018-2019",2,0,0,0,0,0,0,0,0,687,3746,2202,13,4,0,5,7,701
"Félix Eboa Eboa","2018-2019",0,0,0,0,0,0,0,0,0,540,3219,1675,9,8,1,12,3,629
"Ndombe Mubele","2018-2019",4,0,0,0,0,0,0,0,0,106,724,313,12,7,3,21,14,119
"Sofiane Diop","2018-2019",2,0,0,0,0,0,0,0,0,242,1613,772,24,19,5,23,22,243
"Hassane Kamara","2018-2019",0,0,2,2,0,0,0,0,0,299,2272,1290,24,16,5,16,10,320
"Ángel Di María","2018-2019",4,0,26,15,4,4,2,1,0,1086,6038,3283,98,74,35,48,44,1342
"Bouna Sarr","2018-2019",3,1,7,3,2,0,2,0,0,1039,6887,3397,111,67,7,41,30,1036
"Julian Draxler","2018-2019",1,0,15,14,1,0,0,0,0,1142,7091,3733,93,87,18,35,42,1450
"Pablo Martinez","2018-2019",2,0,3,2,0,0,0,1,0,1127,5671,3699,28,20,2,8,2,1214
"Bafodé Diakité","2018-2019",0,0,1,0,1,0,0,0,0,180,893,415,8,5,0,9,6,201
"Cédric Yamberé","2018-2019",0,0,2,2,0,0,0,0,0,815,4717,2652,13,8,1,12,4,893
"Damien Da Silva","2018-2019",0,0,3,3,0,0,0,0,0,974,5637,3407,21,16,3,8,4,1073
"Ronny Rodelin","2018-2019",2,0,1,1,0,0,0,0,0,184,935,374,10,10,4,17,9,295
"Maxime Lopez","2018-2019",1,0,7,6,1,0,0,0,0,1733,8661,4973,61,68,5,19,14,1959
"M'Baye Niang","2018-2019",7,1,8,4,0,0,1,3,0,458,3243,1444,63,37,21,67,34,531
"Benjamin Bourigeaud","2018-2019",2,3,11,6,2,0,3,0,0,818,3974,1910,53,35,5,40,24,992
"Jordan Amavi","2018-2019",0,2,3,3,0,0,0,0,0,806,4782,2657,74,66,5,37,25,817
"Jean-Victor Makengo","2018-2019",1,1,1,1,0,0,0,0,0,345,2261,1146,34,32,4,27,33,431
"Ganso","2018-2019",0,0,3,2,1,0,0,0,0,230,1090,453,7,11,0,9,7,275
"Ignatius Ganago","2018-2019",3,0,2,1,0,0,0,1,0,187,945,432,21,7,17,26,15,248
"Otávio","2018-2019",2,2,5,4,0,0,0,0,1,1279,5390,2322,20,20,1,31,29,1530
"Boulaye Dia","2018-2019",3,0,3,0,0,1,1,1,0,160,1138,564,20,12,17,28,14,177
"Bakaye Dibassy","2018-2019",0,0,1,1,0,0,0,0,0,893,4448,2104,37,29,3,19,16,945
"Junior Sambia","2018-2019",6,0,3,0,1,1,0,1,0,326,2574,1069,35,30,6,38,28,389
"Paul Baysse","2018-2019",0,0,1,1,0,0,0,0,0,515,2422,1245,5,3,0,4,2,629
"Wahbi Khazri","2018-2019",11,1,14,3,6,0,2,3,0,787,4829,2364,80,53,33,88,69,971
"Pedro Rebocho","2018-2019",1,0,8,3,5,0,0,0,0,982,6067,3411,74,64,6,34,30,1195
"Xavier Chavalerin","2018-2019",0,2,3,2,1,0,0,0,0,849,3943,1801,25,22,3,30,17,1075
"Younn Zahary","2018-2019",0,0,0,0,0,0,0,0,0,120,643,240,1,2,0,11,1,134
"Nayef Aguerd","2018-2019",1,0,0,0,0,0,0,0,0,376,1848,1032,11,6,0,8,5,460
"Colin Dagba","2018-2019",0,1,3,3,0,0,0,0,0,429,1834,952,22,20,5,8,10,533
"Pablo","2018-2019",0,0,2,1,0,0,1,0,0,627,2918,1230,5,5,1,13,6,667
"Aaron Leya Iseka","2018-2019",2,0,2,1,0,1,0,0,0,244,1009,363,15,14,9,47,26,319
"Mathieu Cafaro","2018-2019",1,2,7,4,0,1,1,0,1,556,4191,2025,62,40,6,54,30,659
"Florian Thauvin","2018-2019",6,1,12,5,2,1,3,1,0,1175,7353,3473,141,92,55,93,59,1317
"Cheick Timite","2018-2019",4,0,2,2,0,0,0,0,0,350,2047,721,32,17,10,61,32,396
"Naïm Sliti","2018-2019",16,0,12,4,3,2,2,1,0,797,6355,3289,107,97,17,89,63,839
"Benjamin Jeannot","2018-2019",4,1,0,0,0,0,0,0,0,289,1242,478,6,6,1,37,17,418
"Pierre-Yves Polomat","2018-2019",0,0,4,3,1,0,0,0,0,275,1263,768,27,8,5,10,10,390
"Stef Peeters","2018-2019",0,0,0,0,0,0,0,0,0,120,557,253,6,1,1,0,5,155
"Marcus Coco","2018-2019",5,1,3,2,0,0,0,1,0,483,3598,1545,63,37,13,71,48,591
"Nicolas Benezet","2018-2019",6,2,4,1,2,0,1,0,0,610,4386,1991,66,47,14,65,54,741
"Kouadio-Yves Dabila","2018-2019",0,0,0,0,0,0,0,0,0,258,1190,536,1,0,0,2,1,282
"Nolan Roux","2018-2019",10,1,3,2,0,0,0,1,0,267,1276,425,10,9,1,38,22,408
"Zeki Çelik","2018-2019",2,4,9,6,1,0,0,2,0,942,4716,2709,58,61,8,31,19,1068
"Yunis Abdelhamid","2018-2019",0,0,2,2,0,0,0,0,0,1040,5366,2909,16,7,1,16,6,1182
"Cesc Fàbregas","2018-2019",0,0,3,3,0,0,0,0,0,440,1719,912,12,13,1,11,7,605
"Christophe Hérelle","2018-2019",0,2,2,1,0,0,1,0,0,1313,6020,3736,16,8,2,17,7,1804
"Aleksandr Golovin","2018-2019",6,3,7,6,1,0,0,0,0,900,6275,2815,80,66,18,51,32,997
"Jordan Ferri","2018-2019",2,1,7,4,0,0,2,1,0,819,5456,2956,59,29,6,44,32,915
"Edgar Ié","2018-2019",2,1,1,1,0,0,0,0,0,307,1577,898,11,7,1,13,6,298
"Nathaël Julan","2018-2019",1,0,1,1,0,0,0,0,0,86,358,112,5,3,2,16,10,146
"Andrei Girotto","2018-2019",0,2,0,0,0,0,0,0,0,532,2149,1080,17,8,0,14,7,595
"Ruben Aguilar","2018-2019",7,0,7,6,0,0,1,0,0,921,5482,3172,85,60,9,47,26,1172
"Wylan Cyprien","2018-2019",6,1,6,4,2,0,0,0,0,1092,4539,2425,29,18,3,31,24,1662
"Emmanuel Imorou","2018-2019",1,0,2,2,0,0,0,0,0,266,1422,692,21,15,0,10,10,342
"Lebo Mothiba","2018-2019",2,0,4,2,0,0,0,2,0,430,1838,530,30,14,14,54,36,541
"Daniel Congré","2018-2019",1,0,1,1,0,0,0,0,0,849,4497,2980,22,8,0,17,9,1118
"Olivier Boscagli","2018-2019",0,1,1,1,0,0,0,0,0,377,1829,1220,15,14,0,10,4,481
"Layvin Kurzawa","2018-2019",1,1,2,2,0,0,0,0,0,307,1162,639,18,15,8,17,9,421
"Jonathan Ikone","2018-2019",6,2,21,15,1,4,0,1,0,908,6017,3214,112,74,33,80,65,1009
"Kylian Mbappé","2018-2019",15,0,23,15,0,2,2,4,0,760,5250,2851,114,66,58,60,44,995
"Malang Sarr","2018-2019",0,0,2,2,0,0,0,0,0,1228,5855,3459,21,11,1,23,11,1736
"Juan Bernat","2018-2019",1,0,4,4,0,0,0,0,0,813,3767,2003,50,28,13,29,22,996
"Alexander Djiku","2018-2019",1,2,2,2,0,0,0,0,0,799,4048,2076,7,5,1,14,13,961
"Lucas Deaux","2018-2019",0,0,3,3,0,0,0,0,0,266,1365,597,19,16,4,21,12,424
"Mateo Pavlović","2018-2019",0,0,1,1,0,0,0,0,0,536,2332,1203,1,2,0,6,2,712
"Ludovic Ajorque","2018-2019",6,2,4,3,0,0,1,0,0,318,1204,334,11,13,4,41,23,482
"John Bostock","2018-2019",1,0,0,0,0,0,0,0,0,365,1437,692,5,9,0,16,8,480
"Jonas Martin","2018-2019",1,0,4,3,0,1,0,0,0,1072,5205,2445,46,43,9,20,30,1289
"Abdul Majeed Waris","2018-2019",15,0,10,5,0,1,0,4,0,676,4073,1898,70,47,36,77,59,717
"Christophe Jallet","2018-2019",0,0,0,0,0,0,0,0,0,299,1171,792,10,10,1,13,3,481
"Gaëtan Paquiez","2018-2019",2,1,0,0,0,0,0,0,0,293,1223,627,10,9,3,24,8,339
"Jason Denayer","2018-2019",0,0,1,1,0,0,0,0,0,1483,8657,5927,38,18,3,10,5,1622
"Jean-Eudes Aholou","2018-2019",1,1,3,2,0,0,1,0,0,395,2337,1422,36,24,4,14,9,441
"Mehdi Merghem","2018-2019",3,0,1,1,0,0,0,0,0,243,1760,739,20,16,2,17,18,273
"Gabriel Silva","2018-2019",2,0,4,3,0,1,0,0,0,303,1343,725,16,9,1,21,9,367
"Kévin Monnet-Paquet","2018-2019",0,2,3,2,0,0,1,0,0,442,3308,1576,51,33,9,33,26,495
"Angelo Fulgini","2018-2019",5,0,2,1,0,0,0,1,0,602,3300,1656,43,31,10,47,47,728
"Lois Diony","2018-2019",8,0,4,3,0,1,0,0,0,287,1947,824,34,16,20,36,35,359
"Enock Kwateng","2018-2019",1,0,1,1,0,0,0,0,0,695,3105,1842,37,35,1,30,15,775
"Jérémy Gélin","2018-2019",1,1,2,2,0,0,0,0,0,536,2355,1373,5,1,0,5,2,629
"Ole Selnæs","2018-2019",1,1,7,4,1,0,1,0,1,505,2410,1145,17,12,0,15,11,703
"Florent Balmont","2018-2019",0,0,1,1,0,0,0,0,0,449,2183,1208,15,11,0,13,10,567
"Aurélien Tchouaméni","2018-2019",0,0,0,0,0,0,0,0,0,189,1013,458,5,5,1,5,9,213
"Stéphane Bahoken","2018-2019",4,3,4,3,0,0,1,0,0,459,2332,700,31,21,17,102,59,557
"Martin Terrier","2018-2019",1,1,6,4,0,0,2,0,0,404,2076,1080,32,28,8,22,15,500
"Jaroslav Plašil","2018-2019",1,1,2,2,0,0,0,0,0,594,3144,1605,25,20,0,19,9,713
"Sanjin Prcić","2018-2019",0,0,1,0,1,0,0,0,0,524,2691,1477,19,15,1,9,7,582
"Thilo Kehrer","2018-2019",1,1,3,3,0,0,0,0,0,945,4564,2715,31,15,2,8,7,1145
"Edinson Cavani","2018-2019",6,1,10,4,0,2,2,2,0,280,1250,419,16,10,11,37,12,371
"Sofiane Alakouch","2018-2019",6,0,5,4,0,0,0,1,0,607,3159,1978,43,36,6,31,16,705
"Paul Lasne","2018-2019",1,1,7,4,0,2,0,1,0,621,3496,1429,28,29,5,37,16,769
"Dimitri Payet","2018-2019",8,0,10,8,2,0,0,0,0,907,3946,2155,55,55,7,40,31,997
"Nacer Chadli","2018-2019",1,0,1,1,0,0,0,0,0,232,1412,683,21,24,4,17,13,255
"Lionel Carole","2018-2019",1,1,5,4,1,0,0,0,0,663,3575,2177,53,46,6,28,25,731
"Loïc Rémy","2018-2019",2,0,5,3,0,1,0,1,0,164,737,356,18,4,8,24,16,229
"Tanguy Ndombele","2018-2019",10,2,17,15,0,0,1,0,1,1641,8704,4894,81,81,3,57,50,1805
"Emiliano Sala","2018-2019",6,1,4,3,0,0,0,1,0,280,1019,333,15,7,7,54,30,400
"Frederic Guilbert","2018-2019",0,3,2,2,0,0,0,0,0,757,4180,2163,57,51,2,44,25,848
"Baptiste Santamaria","2018-2019",4,1,3,3,0,0,0,0,0,902,4913,2328,37,31,0,41,32,1116
"Lucas Evangelista","2018-2019",5,1,1,1,0,0,0,0,0,258,1215,526,14,15,4,26,18,306
"Gerzino Nyamsi","2018-2019",0,0,0,0,0,0,0,0,0,179,1099,722,6,3,1,6,3,202
"Stanley N'Soki","2018-2019",0,1,1,1,0,0,0,0,0,337,1470,876,19,10,0,5,5,390
"Ludovic Blas","2018-2019",2,2,10,9,0,0,1,0,0,682,4740,2142,58,61,11,59,61,776
"Mathieu Dossevi","2018-2019",5,0,5,3,1,1,0,0,0,813,5684,2753,119,70,19,90,50,872
"Moussa Doumbia","2018-2019",12,0,8,4,0,2,0,2,0,613,4598,2369,75,52,15,62,39,660
"Radamel Falcao","2018-2019",7,0,3,2,0,0,1,0,0,613,2098,663,22,20,5,111,46,780
"Pedro Mendes","2018-2019",2,1,6,4,1,0,0,1,0,826,4255,2584,23,15,2,17,10,1007
"Gabriel Magalhães","2018-2019",1,0,0,0,0,0,0,0,0,475,2632,1548,5,2,0,4,2,508
"Senou Coulibaly","2018-2019",0,0,0,0,0,0,0,0,0,133,796,371,1,3,0,6,1,147
"Ihsan Sacko","2018-2019",2,0,3,1,0,0,1,1,0,95,521,161,7,7,4,21,8,125
"Neymar","2018-2019",8,0,24,15,0,4,3,2,0,947,7021,3838,125,86,32,69,72,1120
"Youcef Atal","2018-2019",12,1,2,1,0,0,1,0,0,1013,7446,4352,137,96,53,82,33,1123
"Loïc Perrin","2018-2019",0,0,2,1,0,0,1,0,0,951,3616,2154,15,10,2,9,6,1259
"Ghislain Konan","2018-2019",1,1,5,4,1,0,0,0,0,552,4511,2779,88,62,2,35,15,592
"Igor Lewczuk","2018-2019",0,0,0,0,0,0,0,0,0,134,659,308,4,4,0,3,0,143
"Enzo Loiodice","2018-2019",3,2,2,2,0,0,0,0,0,303,1443,747,9,12,1,12,11,352
"Téji Savanier","2018-2019",6,3,21,9,10,2,0,0,0,1206,7164,3911,61,53,8,65,43,1274
"François Moubandje","2018-2019",1,1,3,2,1,0,0,0,0,602,3485,1961,35,30,2,35,12,649
"Umut Bozok","2018-2019",12,0,6,4,0,1,0,1,0,296,1451,425,14,11,6,33,36,343
"Wesley Lautoa","2018-2019",0,2,0,0,0,0,0,0,0,1087,6872,4266,46,26,2,16,9,1210
"Morgan Sanson","2018-2019",5,3,9,6,0,1,1,1,0,1094,6270,3062,72,71,5,56,48,1182
"Rui Fonte","2018-2019",0,0,1,1,0,0,0,0,0,115,526,164,6,8,3,7,17,180
"Myziane Maolida","2018-2019",1,0,3,3,0,0,0,0,0,311,2083,1139,35,32,19,37,27,368
"Pelé","2018-2019",1,0,1,0,0,0,0,1,0,160,848,423,6,9,0,7,9,162
"Hatem Ben Arfa","2018-2019",13,0,5,3,2,0,0,0,0,882,7166,3650,121,104,30,56,64,940
"Kenny Lala","2018-2019",1,1,18,13,3,0,1,0,1,1437,9115,5216,132,114,5,67,48,1541
"Kévin Zohi","2018-2019",1,0,2,2,0,0,0,0,0,206,1211,630,23,17,8,19,19,232
"Jérémy Sorbon","2018-2019",0,0,0,0,0,0,0,0,0,585,3191,1598,3,4,1,12,1,675
"Nicolas Pallois","2018-2019",1,1,3,3,0,0,0,0,0,712,3882,2336,22,16,0,15,10,678
"Kenny Tete","2018-2019",1,1,4,4,0,0,0,0,0,551,2976,1736,35,22,3,18,7,592
"Kwon Chang-hoon","2018-2019",2,0,0,0,0,0,0,0,0,248,1539,595,20,17,4,23,22,314
"Saîf-Eddine Khaoui","2018-2019",1,1,3,2,0,1,0,0,0,348,1848,836,21,16,2,33,23,410
"Pierrick Capelle","2018-2019",0,1,6,2,3,1,0,0,0,595,3733,1840,45,36,4,34,33,694
"Arnaud Nordin","2018-2019",2,0,4,3,0,0,1,0,0,324,2446,1277,53,41,15,33,30,370
"Prince-Désir Gouano","2018-2019",1,0,0,0,0,0,0,0,0,732,3865,1998,5,1,0,10,6,784
"Jemerson","2018-2019",0,0,1,1,0,0,0,0,0,710,3989,2259,10,7,0,10,2,808
"Gaëtan Laborde","2018-2019",9,1,9,5,0,2,1,0,1,792,4959,2779,102,63,28,93,62,1035
"James Lea Siliki","2018-2019",5,1,5,4,0,1,0,0,0,390,2449,1371,37,36,10,32,12,430
"Antonin Bobichon","2018-2019",1,1,4,0,2,0,1,1,0,587,3396,1756,41,31,10,29,25,676
"Corentin Jean","2018-2019",4,0,2,0,0,0,1,1,0,161,1020,363,17,8,11,22,18,192
"Florent Mollet","2018-2019",2,1,13,8,3,0,2,0,0,1021,5431,2177,67,56,21,48,48,1282
"Abdoulaye Bamba","2018-2019",0,1,4,4,0,0,0,0,0,647,3223,2009,60,41,9,21,14,746
"Suk Hyun-jun","2018-2019",0,1,1,0,0,1,0,0,0,122,648,234,11,3,5,32,10,214
"Toma Bašić","2018-2019",3,0,2,1,1,0,0,0,0,456,2453,1078,20,16,1,28,18,518
"Yeni Ngbakoto","2018-2019",1,0,1,1,0,0,0,0,0,115,618,272,8,6,2,11,6,141
"François Kamano","2018-2019",4,0,7,3,0,2,1,1,0,889,6392,3260,109,79,32,71,59,994
"Neven Subotić","2018-2019",0,0,1,1,0,0,0,0,0,719,3375,1709,1,4,0,9,2,882
"Youssouf Fofana","2018-2019",2,0,2,2,0,0,0,0,0,288,1683,957,21,27,3,29,9,304
"Luiz Gustavo","2018-2019",1,0,6,2,0,0,4,0,0,1187,5839,3062,32,29,6,17,11,1187
"Kara Mbodji","2018-2019",0,0,0,0,0,0,0,0,0,145,794,454,5,9,0,3,2,149
"Bassem Srarfi","2018-2019",3,1,0,0,0,0,0,0,0,278,1842,957,32,20,8,20,8,317
"Thomas Monconduit","2018-2019",5,1,2,1,1,0,0,0,0,902,4711,2447,25,44,3,34,25,1085
"Thiago Silva","2018-2019",1,1,3,3,0,0,0,0,0,1323,6894,4549,19,21,0,5,3,1584
"Pape Cheikh Diop","2018-2019",0,0,0,0,0,0,0,0,0,182,876,302,4,6,0,6,4,211
"Patrick Burner","2018-2019",2,0,1,0,0,0,0,1,0,440,1798,972,20,18,2,20,11,545
"Frédéric Sammaritano","2018-2019",0,1,1,1,0,0,0,0,0,182,1022,522,16,12,4,12,9,200
"Didier Ibrahim Ndong","2018-2019",0,1,1,1,0,0,0,0,0,223,1400,632,13,8,0,12,10,252
"Jean-Clair Todibo","2018-2019",1,0,0,0,0,0,0,0,0,300,1740,1108,6,0,0,8,5,301
"Gen Shoji","2018-2019",0,0,1,1,0,0,0,0,0,456,2352,1405,3,3,0,4,6,498
"Clément Grenier","2018-2019",8,2,11,5,2,1,2,1,0,1148,5501,2737,41,28,2,40,28,1435
"Carlos Vinícius","2018-2019",2,0,3,0,0,1,1,1,0,103,510,168,8,6,5,25,11,127
"Yann Karamoh","2018-2019",5,1,4,2,0,1,1,0,0,490,3310,1746,59,37,18,39,37,551
"Jules Keita","2018-2019",0,0,3,1,0,2,0,0,0,160,1511,596,25,16,15,21,11,165
"Adrien Tameze","2018-2019",2,2,3,2,0,0,0,1,0,1060,4859,2622,31,35,3,43,33,1664
"Adil Rami","2018-2019",0,0,1,0,0,0,1,0,0,615,3080,1691,11,2,0,6,2,628
"Nicolas Cozza","2018-2019",0,0,1,1,0,0,0,0,0,306,1841,1054,12,9,1,19,8,346
"Damien Le Tallec","2018-2019",1,1,3,1,0,0,2,0,0,605,2562,950,9,10,2,20,14,844
"Memphis","2018-2019",9,1,13,9,1,1,2,0,0,1190,6208,3283,108,97,37,82,64,1351
"Jordan Ikoko","2018-2019",6,0,1,0,0,0,0,1,0,374,2783,1589,49,31,6,27,20,475
"Robert Berić","2018-2019",2,0,3,1,1,0,0,1,0,159,596,217,6,5,7,33,16,248
"Nuno da Costa","2018-2019",6,0,13,10,0,1,0,2,0,514,2475,918,32,31,21,81,57,595
"Thomas Foket","2018-2019",1,0,1,0,1,0,0,0,0,728,4054,2234,43,32,2,30,15,830
"José Fonte","2018-2019",0,0,2,2,0,0,0,0,0,1556,8114,5326,39,17,3,13,5,1754
"Wesley Saïd","2018-2019",2,2,7,2,0,3,2,0,0,474,3856,2073,68,39,26,46,30,573
"Thiago Maia","2018-2019",1,2,1,1,0,0,0,0,0,367,1656,810,7,8,0,14,10,413
"Casimir Ninga","2018-2019",7,0,3,3,0,0,0,0,0,649,6195,2667,95,97,23,125,86,648
"Mathieu Debuchy","2018-2019",2,0,3,2,1,0,0,0,0,561,2372,1236,31,18,0,31,11,754
"Tristan Dingomé","2018-2019",1,3,6,6,0,0,0,0,0,391,1378,558,7,11,1,25,17,539
"Baptiste Guillaume","2018-2019",5,1,1,1,0,0,0,0,0,186,836,279,9,13,3,37,19,287
"Théo Pellenard","2018-2019",0,0,2,2,0,0,0,0,0,165,965,637,20,14,0,4,7,239
"Kalifa Coulibaly","2018-2019",5,1,4,2,0,1,0,1,0,341,1776,774,32,19,17,75,25,546
"Rafael","2018-2019",3,0,1,1,0,0,0,0,0,479,2847,1767,48,30,4,16,15,527
"Rene Krhin","2018-2019",2,1,0,0,0,0,0,0,0,347,1451,710,7,5,0,13,5,387
"Fernando Marçal","2018-2019",0,0,3,3,0,0,0,0,0,632,3209,2050,25,24,2,5,4,635
"Valentin Rosier","2018-2019",2,0,5,4,0,1,0,0,0,538,3107,1635,41,28,6,26,24,562
"Souleyman Doumbia","2018-2019",0,0,0,0,0,0,0,0,0,235,1368,762,13,15,1,7,5,249
"Guessouma Fofana","2018-2019",1,1,0,0,0,0,0,0,0,99,493,255,4,4,0,4,9,136
"Yoël Armougom","2018-2019",1,2,4,4,0,0,0,0,0,528,3164,1687,45,31,4,28,9,596
"Prince Oniangué","2018-2019",1,0,1,1,0,0,0,0,0,567,2798,1289,15,21,1,22,15,790
"Oualid El Hajjam","2018-2019",0,0,0,0,0,0,0,0,0,140,678,389,10,4,0,7,4,174
"Thomas Fontaine","2018-2019",0,0,1,1,0,0,0,0,0,129,596,304,2,1,1,3,1,158
"Eddy Gnahoré","2018-2019",0,1,7,5,0,1,0,0,1,860,5241,2173,45,33,8,42,42,975
"Flavien Tait","2018-2019",13,1,15,10,2,0,2,1,0,1212,9223,5316,184,125,39,99,69,1456
"Yacine Bammou","2018-2019",0,0,1,1,0,0,0,0,0,224,995,412,12,13,4,20,17,282
"Lamine Koné","2018-2019",0,0,2,2,0,0,0,0,0,760,5060,3004,33,11,1,14,9,816
"Hamari Traoré","2018-2019",0,1,5,4,0,1,0,0,0,1116,6402,4054,97,56,13,40,12,1243
"Mehdi Abeid","2018-2019",1,1,2,2,0,0,0,0,0,786,4914,2328,43,23,4,40,31,908
"Houssem Aouar","2018-2019",9,1,20,11,0,0,3,5,1,1741,9785,4654,96,69,28,58,65,1956
"Jessy Deminguet","2018-2019",1,0,3,3,0,0,0,0,0,329,2284,1140,30,16,1,19,26,358
"Jérémy Pied","2018-2019",0,0,2,2,0,0,0,0,0,196,1042,696,14,9,1,3,1,228
"Baissama Sankoh","2018-2019",2,0,1,1,0,0,0,0,0,155,955,374,10,6,1,12,7,172
"Timothée Kolodziejczak","2018-2019",0,0,6,5,1,0,0,0,0,1060,5902,4016,43,22,2,22,5,1484
"Boubakary Soumaré","2018-2019",2,1,5,2,0,1,0,1,1,268,1533,761,13,15,1,6,10,292
"Presnel Kimpembe","2018-2019",1,2,6,4,0,0,1,0,1,1071,5924,3373,23,24,1,8,12,1233
"Samuel Moutoussamy","2018-2019",2,1,4,3,0,0,1,0,0,502,2431,1308,38,24,11,24,27,590
"Nicolas de Préville","2018-2019",3,1,4,2,1,0,1,0,0,448,3128,1471,58,37,12,57,30,493
"Jonathan Bamba","2018-2019",6,0,9,6,0,1,1,1,0,1114,7785,3715,112,105,26,80,82,1173
"Wilfried Kanga","2018-2019",2,0,0,0,0,0,0,0,0,84,389,134,7,4,6,20,7,120
