player,transfer,season,matches_played,minutes,matches_played_starter,matches_played_sub,matches_no_play,raw_goals,raw_assists,raw_goals_and_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,Progressive_Passes,tot_carry_distance,Total_Pass_Distance_Towards_Opp_Goal,prog_pass_ratio,prog_carry_dist_ratio,progression_by_carry,aerial_win_loss_ratio,Shot_Creating_Actions,def_action_to_shot,takeon_to_goal,prog_carry_distance,prog_carries,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,Tackles_Total,Tackles_Won,tackle_success_rate,Interceptions,Clearances,Aerial_Win_Percentage,aerial_attempts,Forward,Midfielder,Defender
Nicolas de Préville,0,2019-2020,24,1995,23,1,0,6,4,10,5,976,70.5,46,18,88,4918,2755,31.306818181818183,0.4711264741764945,2.805084745762712,41.91111111111111,98,2,2,2317,80,159,86,41.9,35,21,0.6,6,19,47.7,86,1,1,0
Tiago Djaló,0,2019-2020,8,661,8,0,13,0,0,0,0,452,85.2,1,0,21,1610,2296,109.33333333333333,0.5509316770186335,2.780564263322884,9.9,4,0,0,887,6,2,4,75,9,4,0.4444444444444444,11,28,47.4,19,0,0,1
Jonathan Bamba,0,2019-2020,26,1937,22,4,1,1,4,5,0,835,79.3,36,17,80,4805,2727,34.0875,0.5196670135275755,3.6666666666666665,8.666666666666666,87,1,0,2497,86,132,82,54.9,12,6,0.5,16,8,40,20,1,1,0
Ismaël Traoré,0,2019-2020,23,2052,23,0,2,0,0,0,0,1046,83.6,5,5,54,2289,7023,130.05555555555554,0.5168195718654435,2.240530303030303,41.37931034482759,18,0,0,1183,7,2,5,80,23,12,0.5217391304347826,27,85,58,69,0,0,1
Florian Miguel,0,2019-2020,24,2056,23,1,1,1,0,1,1,991,70.2,13,18,65,3167,5402,83.1076923076923,0.5494158509630566,3.0313588850174216,38.088235294117645,40,1,1,1740,46,99,38,39.5,51,25,0.49019607843137253,33,32,52.1,71,0,0,1
Jordan Pefok,0,2019-2020,14,440,4,10,5,0,1,1,0,96,70.8,6,0,8,375,112,14,0.43466666666666665,1.7912087912087913,16.727272727272727,11,0,0,163,8,21,8,62.5,7,6,0.8571428571428571,1,2,42.1,38,1,0,0
Muzinga Ngonda,0,2019-2020,6,540,6,0,6,0,0,0,0,349,73.4,2,3,28,1189,1686,60.214285714285715,0.5340622371740958,3.1592039800995027,12.1,3,0,0,635,15,29,4,25,15,6,0.4,11,23,52.4,21,0,0,1
Nicholas Opoku,0,2019-2020,7,630,7,0,0,0,0,0,0,219,74.9,0,1,14,894,1181,84.35714285714286,0.5715883668903803,3.676258992805755,12.571428571428571,2,0,0,511,3,1,1,0,7,5,0.7142857142857143,7,32,61.1,18,0,0,1
Samuel Kalu,0,2019-2020,20,1357,15,5,2,1,1,2,1,523,72.7,10,6,44,3370,1384,31.454545454545453,0.5275964391691395,3.4324324324324325,19.59375,41,1,0,1778,54,130,96,50,33,17,0.5151515151515151,24,10,37.3,51,1,0,1
Issiaga Sylla,0,2019-2020,28,2520,28,0,0,0,2,2,0,1487,72.4,25,22,100,5218,6906,69.06,0.5745496358758145,3.3875706214689267,82.5,51,5,0,2998,74,93,54,57.4,73,49,0.6712328767123288,67,90,60,135,0,0,1
Fábio,0,2019-2020,10,834,10,0,0,0,0,0,0,533,79.2,7,8,36,1588,2916,81,0.5837531486146096,3.142372881355932,15.789473684210526,16,1,0,927,23,25,9,66.7,38,22,0.5789473684210527,18,19,44.1,34,0,0,1
Kelvin Amian,0,2019-2020,20,1633,17,3,0,0,2,2,0,676,80.8,5,8,68,2730,3422,50.3235294117647,0.5915750915750916,3.8822115384615383,22,14,1,0,1615,38,27,24,45.8,27,21,0.7777777777777778,18,56,50,42,0,0,1
Ibrahim Sangaré,0,2019-2020,25,2175,25,0,0,0,1,1,0,1300,77.6,27,20,175,4534,7122,40.69714285714286,0.5211733568592855,2.532690246516613,46.95652173913044,65,3,0,2363,35,23,39,76.9,84,54,0.6428571428571429,39,49,66.2,68,0,1,0
Rachid Alioui,0,2019-2020,28,1563,17,11,0,6,1,7,6,476,72.5,18,9,35,1638,643,18.37142857142857,0.4297924297924298,1.9943342776203965,43.682539682539684,45,0,0,704,24,108,22,72.7,8,5,0.625,2,9,40.6,106,1,0,0
Renaud Ripart,0,2019-2020,24,2027,23,1,0,4,2,6,2,624,66.7,20,12,43,2478,1869,43.46511627906977,0.420500403551251,2.1618257261410787,78.6046511627907,48,0,0,1042,35,134,56,35.7,39,23,0.5897435897435898,12,37,37.7,207,1,0,1
Maxwel Cornet,0,2019-2020,22,1330,14,8,2,4,3,7,4,710,70.4,29,23,49,3140,2335,47.6530612244898,0.5894904458598726,3.5596153846153844,16.941176470588236,45,0,2,1851,61,159,34,55.9,30,19,0.6333333333333333,21,19,48.5,33,1,0,1
Darío Benedetto,0,2019-2020,26,2101,25,1,0,11,0,11,11,503,65.2,20,9,39,1516,731,18.743589743589745,0.24010554089709762,0.9381443298969072,50.64102564102564,43,1,2,364,14,120,27,63,12,9,0.75,3,23,39.1,128,1,0,0
Matheus Pereira da Silva,0,2019-2020,10,465,6,4,5,0,0,0,0,241,71,9,4,32,769,891,27.84375,0.41612483745123535,2.1621621621621623,4.8,17,0,0,320,9,25,5,60,10,6,0.6,6,5,44.4,9,1,1,0
Marvin Gakpa,0,2019-2020,13,468,4,9,9,0,0,0,0,264,73.9,11,3,23,1174,931,40.47826086956522,0.4505962521294719,2.769633507853403,1.1666666666666667,16,1,0,529,9,19,8,62.5,10,6,0.6,5,1,14.3,7,1,1,0
Reinildo Mandava,0,2019-2020,16,1110,12,4,6,0,0,0,0,669,77.7,6,9,45,1795,2393,53.17777777777778,0.5587743732590529,2.618798955613577,19,17,1,0,1003,31,58,14,57.1,37,21,0.5675675675675675,19,20,50,36,0,1,1
Vincent Manceau,0,2019-2020,22,1980,22,0,2,0,0,0,0,1347,79.4,13,21,120,2593,7469,62.24166666666667,0.5958349402236791,2.6455479452054793,16.25,33,0,0,1545,30,69,14,42.9,34,22,0.6470588235294118,22,51,55.6,27,0,0,1
Jordan Lefort,0,2019-2020,10,842,8,2,10,0,1,1,0,503,80.9,3,1,28,1260,3603,128.67857142857142,0.557936507936508,2.3433333333333333,14.083333333333334,7,0,1,703,2,8,6,83.3,3,2,0.6666666666666666,9,29,52,25,0,0,1
Youssef Aït Bennasser,0,2019-2020,12,536,6,6,5,0,1,1,0,406,86.2,4,3,47,1096,1636,34.808510638297875,0.5173357664233577,1.859016393442623,6,10,0,0,567,6,6,7,57.1,11,8,0.7272727272727273,4,10,50,10,0,1,0
Vitorino Hilton,0,2019-2020,28,2510,28,0,0,0,2,2,0,1420,80.2,13,6,110,5136,11888,108.07272727272728,0.5963785046728972,3.407119021134594,91.11904761904762,31,0,0,3063,28,6,9,88.9,27,17,0.6296296296296297,49,121,67.9,131,0,0,1
Max Gradel,0,2019-2020,21,1635,19,2,0,3,2,5,1,591,64,18,23,52,3670,2015,38.75,0.6043596730245232,4.003610108303249,18.514285714285712,56,1,1,2218,82,145,66,54.5,36,20,0.5555555555555556,11,23,34,53,1,1,0
Alexis Blin,0,2019-2020,24,1841,21,3,4,0,1,1,0,1051,83.7,7,4,100,2307,4294,42.94,0.4646727351538795,1.9315315315315316,41.02564102564102,16,1,0,1072,10,9,12,66.7,39,25,0.6410256410256411,16,49,50.6,79,0,1,0
Thiago Mendes,0,2019-2020,22,1812,21,1,0,0,6,6,0,1174,85.5,23,18,129,3169,4963,38.47286821705426,0.4597664878510571,1.7725060827250607,14.444444444444445,44,0,0,1457,14,28,14,57.1,43,29,0.6744186046511628,46,36,59.1,22,0,1,0
Adrien Thomasson,0,2019-2020,25,2072,24,1,0,8,1,9,8,963,76,40,31,95,3621,2645,27.842105263157894,0.4352388842861088,2.0283140283140284,17.435897435897434,85,0,0,1576,52,149,48,60.4,36,21,0.5833333333333334,9,9,30.4,56,1,1,0
Thomas Mangani,0,2019-2020,24,1871,21,3,2,2,2,4,2,1387,78.1,50,30,157,3191,7622,48.547770700636946,0.5537449075524914,2.5534682080924855,25.862068965517242,84,0,0,1767,31,58,24,54.2,33,23,0.696969696969697,12,20,46.3,54,0,1,0
Theo Valls,0,2019-2020,23,1632,20,3,2,1,1,2,1,701,76.3,26,10,87,2220,2899,33.32183908045977,0.5369369369369369,2.541577825159915,18.857142857142858,46,1,0,1192,29,35,20,65,39,16,0.41025641025641024,13,6,46.2,39,0,1,0
Matthieu Udol,0,2019-2020,13,1102,12,1,5,0,1,1,0,599,72.1,7,8,33,2399,3131,94.87878787878788,0.6252605252188412,4.62962962962963,13.928571428571429,21,0,0,1500,39,17,22,63.6,29,19,0.6551724137931034,23,43,48.1,27,0,0,1
Boubacar Kamara,0,2019-2020,24,2139,24,0,0,1,2,3,1,1307,85.7,7,5,87,4557,7116,81.79310344827586,0.5573842440201887,2.62396694214876,54.23255813953488,20,1,0,2540,9,3,24,58.3,67,34,0.5074626865671642,34,53,55.2,96,0,1,1
Kasper Dolberg,0,2019-2020,23,1888,22,1,0,11,3,14,11,290,76.2,12,2,10,1544,255,25.5,0.32059585492227977,1.736842105263158,19.904761904761905,27,0,0,495,20,90,35,37.1,10,6,0.6,10,24,47.5,40,1,0,0
Mexer,0,2019-2020,19,1488,16,3,5,0,2,2,0,1128,80.1,5,1,45,3159,5867,130.37777777777777,0.4647040202595758,1.9239842726081258,45.69230769230769,13,0,0,1468,7,5,15,60,16,11,0.6875,15,47,62.9,70,0,0,1
Adrien Hunou,0,2019-2020,23,1210,13,10,1,8,1,9,7,315,74.6,14,10,27,1486,571,21.14814814814815,0.39300134589502017,1.889967637540453,9.473684210526315,35,2,0,584,20,82,14,35.7,21,18,0.8571428571428571,5,5,32.1,28,1,1,0
Samuel Grandsir,0,2019-2020,24,1492,17,7,2,3,1,4,3,528,68.8,20,15,54,3711,1249,23.12962962962963,0.48127189436809487,3.572,5.208333333333333,46,0,0,1786,63,162,50,48,34,22,0.6470588235294118,14,5,17.2,29,1,1,0
Andy Delort,0,2019-2020,26,2280,26,0,0,9,3,12,9,789,57.2,38,29,69,2826,1629,23.608695652173914,0.4313517338995046,2.2083333333333335,76.05633802816901,86,0,2,1219,50,246,65,43.1,28,18,0.6428571428571429,3,10,51.4,146,1,0,0
Ludovic Baal,0,2019-2020,11,827,9,2,13,0,0,0,0,621,79.1,14,15,48,2054,3660,76.25,0.5939629990262901,3.5672514619883042,23.294117647058822,24,0,0,1220,29,42,25,68,27,15,0.5555555555555556,17,20,56.4,39,0,0,1
Yann M'Vila,0,2019-2020,23,1942,21,2,2,0,2,2,0,1207,85.7,10,4,116,3253,6758,58.258620689655174,0.43037196434060865,2.2257551669316373,34.43478260869565,25,0,0,1400,4,8,6,83.3,29,14,0.4827586206896552,40,47,58.9,56,0,1,1
Jeff Reine-Adélaïde,0,2019-2020,15,862,12,3,2,3,2,5,3,454,84.8,12,9,48,3007,1333,27.770833333333332,0.5064848686398403,3.6966019417475726,8.88888888888889,39,1,3,1523,43,46,59,74.6,13,9,0.6923076923076923,7,5,47.1,17,0,1,0
Júlio Tavares,0,2019-2020,23,1997,22,1,0,5,2,7,4,541,64.3,32,17,42,1627,1175,27.976190476190474,0.34173325138291333,1.5316804407713498,168.11333333333334,53,1,0,556,13,134,26,23.1,12,8,0.6666666666666666,8,29,52.7,317,1,0,0
Marquinhos,0,2019-2020,19,1476,15,4,0,3,1,4,3,1309,93,4,16,97,3980,6966,71.81443298969072,0.5477386934673367,2.5202312138728322,38.088235294117645,24,0,0,2180,8,9,9,77.8,39,20,0.5128205128205128,25,31,52.1,71,0,1,1
Hiroki Sakai,0,2019-2020,21,1620,19,2,1,0,0,0,0,1120,83.8,14,10,91,2931,5038,55.362637362637365,0.596042306380075,2.485064011379801,33.45454545454545,35,0,0,1747,39,90,24,54.2,57,36,0.631578947368421,23,34,59.3,54,0,0,1
Romain Amalfitano,0,2019-2020,26,1695,18,8,2,1,1,2,1,898,78.2,12,14,94,3565,4364,46.42553191489362,0.4743338008415147,2.7012779552715656,8.571428571428571,35,2,0,1691,24,28,33,78.8,43,27,0.627906976744186,36,14,36.4,22,0,1,0
Victorien Angban,0,2019-2020,20,1029,11,9,3,0,0,0,0,620,87.4,3,3,70,2657,2298,32.82857142857143,0.5197591268347761,3.196759259259259,8.88888888888889,13,0,0,1381,25,17,21,71.4,23,18,0.782608695652174,8,5,47.1,17,0,1,0
Guillermo Maripán,0,2019-2020,20,1753,20,0,5,2,0,2,2,1081,87.8,1,2,76,3794,7288,95.89473684210526,0.6114918292040064,3.0446194225721785,40.3,11,1,0,2320,12,6,4,50,42,26,0.6190476190476191,25,69,56.5,69,0,0,1
Franck Honorat,0,2019-2020,12,849,9,3,2,0,3,3,0,390,60,13,11,28,1714,1411,50.392857142857146,0.6598599766627772,4.833333333333333,6.375,30,1,0,1131,34,76,14,42.9,16,11,0.6875,5,13,27.3,22,1,0,1
Charles Traore,0,2019-2020,20,1738,20,0,0,0,1,1,0,1112,73.3,9,15,81,2651,6077,75.0246913580247,0.5333836288193134,2.454861111111111,39.52,24,0,0,1414,22,23,20,65,48,35,0.7291666666666666,39,64,60.3,63,0,0,1
Leandro Paredes,0,2019-2020,17,814,8,9,9,0,0,0,0,944,92.7,5,5,106,2722,5080,47.924528301886795,0.5653930933137399,2.5396039603960396,8.166666666666666,28,0,0,1539,10,8,10,80,22,14,0.6363636363636364,15,7,53.8,13,0,1,0
Alexandre Mendy,0,2019-2020,20,899,9,11,4,3,1,4,3,163,70.6,6,3,10,495,182,18.2,0.4101010101010101,1.573643410852713,37.94871794871795,16,0,0,203,9,45,11,72.7,5,1,0.2,0,10,48.7,76,1,0,0
Jean-Charles Castelletto,0,2019-2020,22,1838,22,0,3,1,0,1,1,1013,84.5,4,5,66,3276,6575,99.62121212121212,0.5674603174603174,2.8124054462934946,63.476190476190474,10,0,0,1859,8,1,10,100,18,9,0.5,33,87,59.6,104,0,0,1
Imran Louza,0,2019-2020,24,2009,22,2,2,2,2,4,2,1155,76,35,14,100,4149,3780,37.8,0.452880212099301,2.5120320855614975,20.344827586206897,74,2,0,1879,31,103,39,59,53,27,0.5094339622641509,17,7,25.6,78,1,1,0
Zaydou Youssouf,0,2019-2020,16,1077,9,7,3,0,0,0,0,522,79.7,9,3,46,2487,1849,40.19565217391305,0.4579815038198633,3.1464088397790055,9.818181818181818,25,3,0,1139,16,12,41,87.8,40,22,0.55,16,13,45,20,0,1,0
Ambroise Oyongo,0,2019-2020,21,1821,21,0,6,0,0,0,0,940,73.2,13,16,69,2801,4814,69.76811594202898,0.4958943234559086,2.548623853211009,25,31,0,0,1389,31,102,38,42.1,25,10,0.4,17,35,50,48,1,0,1
Miguel Trauco,0,2019-2020,19,1476,17,2,3,1,2,3,1,844,73.5,9,11,68,2067,3736,54.94117647058823,0.5515239477503628,2.5733634311512414,15.555555555555555,23,0,0,1140,19,48,38,65.8,32,20,0.625,23,25,35.7,42,0,0,1
Kévin N'Doram,0,2019-2020,20,1646,19,1,3,0,0,0,0,905,88.6,6,5,86,3276,3904,45.395348837209305,0.5064102564102564,3.0384615384615383,31.071428571428573,40,2,0,1659,21,7,28,64.3,43,28,0.6511627906976745,26,23,51.7,58,0,1,0
Faitout Maouassa,0,2019-2020,23,1803,23,0,3,3,1,4,3,1011,74.9,13,13,53,4442,4473,84.39622641509433,0.570013507429086,3.5020746887966805,16.941176470588236,35,0,1,2532,74,73,50,42,51,33,0.6470588235294118,23,59,48.5,33,0,0,1
Gil Bastião Dias,0,2019-2020,14,1057,12,2,6,0,0,0,0,645,79.4,13,16,67,3090,2674,39.91044776119403,0.6242718446601941,4.258278145695364,15.166666666666666,31,1,0,1929,43,71,40,57.5,53,33,0.6226415094339622,13,22,53.8,26,0,1,1
Stiven Mendoza,0,2019-2020,15,1101,12,3,1,5,0,5,5,386,67.9,9,8,32,2421,1165,36.40625,0.5477075588599752,4.105263157894737,12.571428571428571,30,1,1,1326,48,86,44,59.1,12,7,0.5833333333333334,9,3,36.4,33,1,1,0
Habib Maïga,0,2019-2020,26,2266,26,0,1,1,2,3,1,1298,80.4,12,15,120,5450,4650,38.75,0.4781651376146789,3.0803782505910164,37.82222222222222,47,2,0,2606,56,64,53,83,84,50,0.5952380952380952,34,39,45.1,82,0,1,0
Jhonder Cádiz,0,2019-2020,17,799,7,10,2,2,2,4,2,191,58.6,10,5,20,1235,364,18.2,0.5052631578947369,3.50561797752809,46.15384615384615,29,1,1,624,25,64,37,51.4,16,8,0.5,1,9,53.6,84,1,1,0
Jérémy Morel,0,2019-2020,21,1806,20,1,1,1,0,1,1,1039,82.6,8,5,61,3358,6756,110.75409836065573,0.5836807623585467,2.7222222222222223,36.94736842105263,22,0,0,1960,16,19,12,66.7,15,9,0.6,17,59,48.6,74,0,0,1
Remi Oudin,0,2019-2020,26,1959,21,5,0,4,3,7,4,737,64,26,16,61,2711,2091,34.278688524590166,0.3850977499077831,1.9261992619926198,22.6875,53,0,0,1044,31,152,30,73.3,24,13,0.5416666666666666,27,23,40.7,54,1,1,0
Mihailo Ristić,0,2019-2020,18,811,8,10,7,0,2,2,0,375,72.5,11,8,23,1527,1641,71.34782608695652,0.44204322200392926,2.7439024390243905,13.866666666666667,19,1,0,675,15,43,10,40,18,14,0.7777777777777778,7,18,46.4,28,0,1,1
Valère Germain,0,2019-2020,25,1350,14,11,3,2,4,6,2,437,71.9,13,8,25,1156,754,30.16,0.33391003460207613,1.1732522796352585,35.648148148148145,22,0,0,386,15,97,6,50,22,12,0.5454545454545454,8,26,39.3,89,1,0,0
Valentin Rongier,0,2019-2020,26,2060,23,3,1,0,3,3,0,1446,86,37,10,122,5273,4306,35.295081967213115,0.47316518111132183,2.327425373134328,27.529411764705884,69,3,0,2495,44,52,34,88.2,81,55,0.6790123456790124,38,16,60.5,43,0,1,0
Adam Ounas,0,2019-2020,16,1123,14,2,0,2,4,6,2,497,75.1,25,24,52,2880,1587,30.51923076923077,0.4548611111111111,3.4656084656084656,2.142857142857143,53,1,0,1310,41,132,71,63.4,10,5,0.5,11,8,12.5,16,1,1,0
Fouad Chafik,0,2019-2020,20,1528,18,2,5,0,2,2,0,941,75.7,22,28,85,3404,5524,64.98823529411764,0.5913631022326674,3.826996197718631,13,51,0,0,2013,44,52,25,52,32,21,0.65625,26,36,50,24,0,0,1
Dylan Bronn,0,2019-2020,9,810,9,0,0,0,0,0,0,315,78.7,0,0,11,756,2000,181.8181818181818,0.5132275132275133,2.2958579881656807,14,2,0,0,388,0,0,3,66.7,7,5,0.7142857142857143,6,42,50,26,0,0,1
Abdoulaye Touré,0,2019-2020,27,2221,24,3,0,3,0,3,1,1340,83.7,17,8,130,4623,4388,33.753846153846155,0.4315379623621025,2.163774403470716,37.94871794871795,41,1,1,1995,34,30,44,70.5,32,21,0.65625,29,18,48.7,76,0,1,0
Benjamin André,0,2019-2020,26,2054,23,3,0,2,1,3,2,1236,78.1,15,5,130,3471,4227,32.51538461538462,0.46528377989052144,2.2337482710926695,81.66666666666667,39,2,0,1615,25,47,25,64,72,44,0.6111111111111112,59,40,62.5,128,0,1,0
Steven Moreira,0,2019-2020,17,1389,16,1,4,0,0,0,0,726,77,15,13,56,2727,4419,78.91071428571429,0.6035936927026035,3.494692144373673,9.5625,30,2,0,1646,32,43,16,68.8,37,25,0.6756756756756757,16,29,36,25,0,0,1
Andy Pelmard,0,2019-2020,10,766,8,2,3,0,0,0,0,601,90.7,0,0,11,1720,2479,225.36363636363637,0.5308139534883721,2.508241758241758,4.363636363636363,3,0,0,913,4,0,4,50,22,14,0.6363636363636364,15,28,26.7,15,0,0,1
Xeka,0,2019-2020,17,709,8,9,3,0,0,0,0,458,84.5,8,2,59,1671,1750,29.661016949152543,0.5110712148414124,2.8372093023255816,14.823529411764707,21,1,0,854,17,20,6,66.7,18,10,0.5555555555555556,4,7,45.2,31,0,1,0
Stevan Jovetić,0,2019-2020,9,473,5,4,0,2,0,2,2,208,63.5,6,6,26,952,636,24.46153846153846,0.5315126050420168,3.123456790123457,9,18,0,0,506,18,44,20,65,2,1,0.5,1,5,50,16,1,1,0
Fodé Ballo-Touré,0,2019-2020,21,1679,18,3,4,0,0,0,0,874,77.9,17,15,76,3943,3552,46.73684210526316,0.6180573167638853,4.144557823129252,15.166666666666666,31,1,0,2437,67,109,37,64.9,36,25,0.6944444444444444,24,45,53.8,26,0,0,1
Sada Thioub,0,2019-2020,23,1508,15,8,1,1,2,3,1,701,77.9,27,16,76,4124,2205,29.013157894736842,0.5193986420950534,3.784452296819788,10.5,59,0,0,2142,84,170,95,64.2,20,12,0.6,4,5,33.3,30,1,1,0
Pierre Lees-Melou,0,2019-2020,26,2252,25,1,0,5,6,11,5,1221,83.5,33,27,157,4544,4875,31.05095541401274,0.5248679577464789,2.8839177750906893,15.076923076923077,68,1,0,2385,57,153,43,58.1,63,27,0.42857142857142855,32,43,51.9,27,0,1,0
Moreto Cassamã,0,2019-2020,7,592,7,0,5,1,1,2,1,502,88.4,8,3,51,1480,2550,50,0.45135135135135135,2.0365853658536586,6.666666666666667,18,0,0,668,4,3,16,81.3,17,11,0.6470588235294118,5,6,62.5,8,0,1,0
Loris Benito,0,2019-2020,23,1896,21,2,0,1,0,1,1,1333,82.4,17,14,119,4476,6515,54.747899159663866,0.5520554066130474,2.8566473988439305,33.142857142857146,31,1,0,2471,50,73,13,38.5,40,25,0.625,29,58,53.3,60,0,0,1
Yusuf Yazıcı,0,2019-2020,18,848,9,9,0,1,4,5,0,457,68.9,24,6,35,1869,1530,43.714285714285715,0.41091492776886035,2.585858585858586,0,41,0,0,768,22,40,23,34.8,17,8,0.47058823529411764,5,1,0,12,1,1,0
Laurent Koscielny,0,2019-2020,25,2183,25,0,2,0,0,0,0,1378,87.7,2,2,56,5104,10406,185.82142857142858,0.5360501567398119,2.708910891089109,52.30769230769231,17,0,0,2736,5,3,5,60,28,13,0.4642857142857143,26,104,56.7,90,0,0,1
Quentin Boisgard,0,2019-2020,20,1146,13,7,8,1,1,2,1,497,78.7,17,7,41,2178,1532,37.36585365853659,0.465564738292011,2.5037037037037035,13.65,43,2,0,1014,27,61,53,58.5,31,19,0.6129032258064516,12,4,39.4,33,1,1,0
Dimitri Liénard,0,2019-2020,22,1489,16,6,2,2,3,5,2,1037,76.3,33,21,98,3607,4238,43.244897959183675,0.5070695869143332,2.515818431911967,16.842105263157894,72,1,1,1829,34,45,24,66.7,37,24,0.6486486486486487,17,25,45.7,35,0,1,0
Maxence Caqueret,0,2019-2020,8,568,7,1,12,0,0,0,0,383,86.2,6,10,45,1123,1702,37.82222222222222,0.42119323241317896,1.84765625,2.2222222222222223,16,0,0,473,6,12,9,66.7,24,15,0.625,9,6,18.2,11,0,1,0
Jimmy Briand,0,2019-2020,22,1525,18,4,0,7,1,8,6,332,77.7,18,3,15,825,364,24.266666666666666,0.28,0.9314516129032258,33.492537313432834,32,2,1,231,9,73,14,28.6,12,8,0.6666666666666666,6,12,33,100,1,0,0
Vincent Pajot,0,2019-2020,13,632,8,5,11,0,4,4,0,292,78.8,13,3,19,947,861,45.31578947368421,0.4836325237592397,2.9740259740259742,10.909090909090908,17,0,0,458,15,20,6,33.3,18,13,0.7222222222222222,14,13,47.6,21,0,1,0
Romain Philippoteaux,0,2019-2020,27,1994,23,4,1,5,2,7,5,610,72,23,26,79,3418,2131,26.974683544303797,0.542715038033938,3.8970588235294117,2.25,64,0,0,1855,57,131,57,47.4,23,12,0.5217391304347826,13,10,20,10,1,1,0
Hicham Boudaoui,0,2019-2020,9,490,6,3,5,1,2,3,1,196,76.5,6,6,13,959,486,37.38461538461539,0.5380604796663191,3.2452830188679247,7.636363636363637,13,0,0,516,17,54,13,38.5,20,10,0.5,13,7,38.9,18,1,1,0
Luiz Araújo,0,2019-2020,21,828,7,14,5,2,1,3,2,311,71.4,12,14,29,1848,739,25.482758620689655,0.49567099567099565,3.6205533596837944,4.666666666666667,32,1,0,916,30,60,30,73.3,20,11,0.55,4,6,40,10,1,1,0
Mama Samba Baldé,0,2019-2020,24,1676,20,4,0,6,2,8,6,356,67.7,22,16,29,2357,800,27.586206896551722,0.44675434874840897,2.686224489795918,29.50877192982456,57,0,1,1053,44,148,52,50,24,13,0.5416666666666666,7,24,33.7,86,1,1,0
Youssouf Sabaly,0,2019-2020,12,913,10,2,0,0,1,1,0,590,79.8,12,12,41,1789,2412,58.829268292682926,0.5215204024594746,2.286764705882353,13.928571428571429,24,1,0,933,25,53,19,52.6,18,11,0.6111111111111112,18,23,48.1,27,0,0,1
Yassine Benrahou,0,2019-2020,15,930,10,5,2,2,5,7,2,430,68.4,25,9,38,1853,1449,38.13157894736842,0.3971937398812736,2.084985835694051,2.1176470588235294,54,2,0,736,21,66,43,48.8,16,8,0.5,4,1,10.5,19,1,1,0
Abdou Diallo,0,2019-2020,16,1201,14,2,5,0,1,1,0,1067,92.3,4,5,88,4110,6694,76.06818181818181,0.6416058394160584,3.6322314049586777,17.6,11,0,0,2637,21,10,19,84.2,20,11,0.55,10,32,61.5,26,0,0,1
Mohamed Simakan,0,2019-2020,19,1503,17,2,3,0,0,0,0,881,76,10,10,72,3332,4444,61.72222222222222,0.5870348139255702,3.0949367088607596,40.56,27,1,0,1956,30,25,23,69.6,54,32,0.5925925925925926,31,25,60.9,64,0,0,1
Moussa Konaté,0,2019-2020,12,614,6,6,3,2,0,2,2,109,70.6,2,1,7,451,145,20.714285714285715,0.20620842572062084,0.93,14.482758620689655,8,0,0,93,6,42,8,62.5,3,0,0,1,1,32.6,43,1,0,0
Dante,0,2019-2020,21,1890,21,0,0,1,0,1,1,1639,91,7,4,89,5226,11934,134.08988764044943,0.6373899732108688,3.1043802423112767,52.82142857142857,22,2,0,3331,8,1,9,88.9,34,21,0.6176470588235294,26,79,64.6,79,0,0,1
Dennis Appiah,0,2019-2020,19,1605,18,1,5,0,0,0,0,982,74.7,8,2,67,2662,4875,72.76119402985074,0.5371900826446281,2.787524366471735,20.11764705882353,17,0,0,1430,23,32,29,75.9,58,35,0.603448275862069,23,34,52.8,36,0,0,1
Leo Dubois,0,2019-2020,16,1346,15,1,0,0,0,0,0,964,78.6,13,12,68,2905,4473,65.77941176470588,0.5445783132530121,2.559870550161812,22.166666666666668,27,0,0,1582,27,76,21,52.4,32,23,0.71875,18,34,76,25,0,0,1
Anthony Caci,0,2018-2019,29,2298,26,3,5,0,1,1,0,1425,80.1,12,15,94,4057,8182,87.04255319148936,0.6031550406704461,2.659782608695652,21.677419354838708,28,0,0,2447,32,51,25,48,56,30,0.5357142857142857,47,63,40.4,52,0,0,1
Christophe Kerbrat,0,2018-2019,25,2095,25,0,6,0,0,0,0,862,77.7,1,1,75,2525,6418,85.57333333333334,0.6122772277227723,3.41280353200883,30.612244897959183,5,0,0,1546,10,3,4,75,40,24,0.6,50,140,38,79,0,0,1
Danilo Barbosa,0,2018-2019,22,1548,18,4,5,0,0,0,0,656,85.4,12,5,62,2297,2021,32.596774193548384,0.5441880713974749,2.735229759299781,19,41,2,0,1250,27,63,53,62.3,29,20,0.6896551724137931,15,25,50,36,0,1,0
Juan Ferney Otero,0,2018-2019,33,2175,24,9,1,2,2,4,2,755,68.6,28,19,83,4573,2154,25.951807228915662,0.5274436912311393,3.6216216216216215,43.682539682539684,66,0,0,2412,82,193,78,47.4,29,13,0.4482758620689655,22,18,40.6,106,1,1,0
Nemanja Radonjić,0,2018-2019,17,681,7,10,10,0,0,0,0,178,66.3,4,4,15,1551,401,26.733333333333334,0.5087040618955513,4.196808510638298,3.3,19,1,0,789,28,65,25,44,8,5,0.625,5,4,23.1,13,1,1,0
